,title,paper_url,conference,year
151,Reasoning is All You Need for Video Generalization: A Counterfactual Benchmark with Sub-question Evaluation,https://aclanthology.org/2025.findings-acl.151.pdf,acl-sidetracks,2025
152,Initializing and Retrofitting Key-Value Adaptors for Traceable Model Editing,https://aclanthology.org/2025.findings-acl.152.pdf,acl-sidetracks,2025
153,Know the Unknown: An Uncertainty-Sensitive Method for LLM Instruction Tuning,https://aclanthology.org/2025.findings-acl.153.pdf,acl-sidetracks,2025
154,Position-Aware Depth Decay Decoding (D3): Boosting Large Language Model Inference Efficiency,https://aclanthology.org/2025.findings-acl.154.pdf,acl-sidetracks,2025
155,Explaining Puzzle Solutions in Natural Language: An Exploratory Study on 6x6 Sudoku,https://aclanthology.org/2025.findings-acl.155.pdf,acl-sidetracks,2025
156,Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors,https://aclanthology.org/2025.findings-acl.156.pdf,acl-sidetracks,2025
157,InfiniSST: Simultaneous Translation of Unbounded Speech with Large Language Model,https://aclanthology.org/2025.findings-acl.157.pdf,acl-sidetracks,2025
158,VSCBench: Bridging the Gap in Vision-Language Model Safety Calibration,https://aclanthology.org/2025.findings-acl.158.pdf,acl-sidetracks,2025
159,To Code or not to Code? Adaptive Tool Integration for Math Language Models via Expectation-Maximization,https://aclanthology.org/2025.findings-acl.159.pdf,acl-sidetracks,2025
160,GOODLIAR: A Reinforcement Learning-Based Deceptive Agent for Disrupting LLM Beliefs on Foundational Principles,https://aclanthology.org/2025.findings-acl.160.pdf,acl-sidetracks,2025
161,How Does Response Length Affect Long-Form Factuality,https://aclanthology.org/2025.findings-acl.161.pdf,acl-sidetracks,2025
162,Scaling LLMs’ Social Reasoning: Sprinkle Cognitive “Aha Moment” into Fundamental Long-thought Logical Capabilities,https://aclanthology.org/2025.findings-acl.162.pdf,acl-sidetracks,2025
163,SimGRAG: Leveraging Similar Subgraphs for Knowledge Graphs Driven Retrieval-Augmented Generation,https://aclanthology.org/2025.findings-acl.163.pdf,acl-sidetracks,2025
164,RuleEdit: Towards Rule-Level Knowledge Generalization to Mitigate Over-Editing in Large Language Models,https://aclanthology.org/2025.findings-acl.164.pdf,acl-sidetracks,2025
165,Eliciting In-context Retrieval and Reasoning for Long-context Large Language Models,https://aclanthology.org/2025.findings-acl.165.pdf,acl-sidetracks,2025
166,GeAR: Generation Augmented Retrieval,https://aclanthology.org/2025.findings-acl.166.pdf,acl-sidetracks,2025
167,A Unified Taxonomy-Guided Instruction Tuning Framework for Entity Set Expansion and Taxonomy Expansion,https://aclanthology.org/2025.findings-acl.167.pdf,acl-sidetracks,2025
168,Zero-Shot Conversational Stance Detection: Dataset and Approaches,https://aclanthology.org/2025.findings-acl.168.pdf,acl-sidetracks,2025
169,LongFaith: Enhancing Long-Context Reasoning in LLMs with Faithful Synthetic Data,https://aclanthology.org/2025.findings-acl.169.pdf,acl-sidetracks,2025
170,SYNTHVERIFY: Enhancing Zero-Shot Claim Verification through Step-by-Step Synthetic Data Generation,https://aclanthology.org/2025.findings-acl.170.pdf,acl-sidetracks,2025
171,Domaino1s: Guiding LLM Reasoning for Explainable Answers in High-Stakes Domains,https://aclanthology.org/2025.findings-acl.171.pdf,acl-sidetracks,2025
172,Dynamic Prefix as Instructor for Incremental Named Entity Recognition: A Unified Seq2Seq Generation Framework,https://aclanthology.org/2025.findings-acl.172.pdf,acl-sidetracks,2025
173,Who Taught You That? Tracing Teachers in Model Distillation,https://aclanthology.org/2025.findings-acl.173.pdf,acl-sidetracks,2025
174,D-GEN: Automatic Distractor Generation and Evaluation for Reliable Assessment of Generative Models,https://aclanthology.org/2025.findings-acl.174.pdf,acl-sidetracks,2025
175,HammerBench: Fine-Grained Function-Calling Evaluation in Real Mobile Assistant Scenarios,https://aclanthology.org/2025.findings-acl.175.pdf,acl-sidetracks,2025
176,Beyond In-Context Learning: Aligning Long-form Generation of Large Language Models via Task-Inherent Attribute Guidelines,https://aclanthology.org/2025.findings-acl.176.pdf,acl-sidetracks,2025
177,GRAMMAR-LLM: Grammar-Constrained Natural Language Generation,https://aclanthology.org/2025.findings-acl.177.pdf,acl-sidetracks,2025
178,MANBench: Is Your Multimodal Model Smarter than Human?,https://aclanthology.org/2025.findings-acl.178.pdf,acl-sidetracks,2025
179,BanStereoSet: A Dataset to Measure Stereotypical Social Biases in LLMs for Bangla,https://aclanthology.org/2025.findings-acl.179.pdf,acl-sidetracks,2025
180,mOSCAR: A Large-scale Multilingual and Multimodal Document-level Corpus,https://aclanthology.org/2025.findings-acl.180.pdf,acl-sidetracks,2025
181,NorEval: A Norwegian Language Understanding and Generation Evaluation Benchmark,https://aclanthology.org/2025.findings-acl.181.pdf,acl-sidetracks,2025
182,Massively Multilingual Instruction-Following Information Extraction,https://aclanthology.org/2025.findings-acl.182.pdf,acl-sidetracks,2025
183,DALR: Dual-level Alignment Learning for Multimodal Sentence Representation Learning,https://aclanthology.org/2025.findings-acl.183.pdf,acl-sidetracks,2025
184,Large Language Models in Bioinformatics: A Survey,https://aclanthology.org/2025.findings-acl.184.pdf,acl-sidetracks,2025
185,ChartEdit: How Far Are MLLMs From Automating Chart Analysis? Evaluating MLLMs’ Capability via Chart Editing,https://aclanthology.org/2025.findings-acl.185.pdf,acl-sidetracks,2025
